"","WordVec_1","WordVec_2","WordVec_3","WordVec_4","WordVec_5","WordVec_6","WordVec_7","WordVec_8","WordVec_9","WordVec_10","WordVec_11","WordVec_12","WordVec_13","WordVec_14","WordVec_15"
"					requestLimits",0.39005202941674,0.283165056082686,0.238278040685729,0.153233711511226,0.759436418824585,0.493910185342207,-0.368886351188971,0.391327003293047,-0.459754512863144,-0.173011940902838,-0.30390339457316,0.677191904321153,0.22535958585996,-0.617932287295707,-0.169230448445824
"				Upgraded",-0.440876556620689,-0.429299687930809,-0.0129273399638846,-0.0678850037443159,0.0199556708120329,-0.727996060556988,0.684795314064146,-0.00664656858851734,-0.0168839487055512,-0.236840099497112,-0.238305554841467,-0.250729213084739,-0.242841018614861,0.0617892993414213,-0.209374700797637
"				action",-0.537697548065253,-0.0542381938326663,-0.757324259753454,0.0183540675500584,0.0727994622429378,-0.437679246445011,0.349226002118837,-0.424431542562662,-0.356461769961799,0.542374446928073,0.580487881726671,-0.0479888515118204,-0.0890945508327403,0.248336408815285,-0.224213425844002
"				assembliescompilation",0.633728374888321,0.0339732025815387,-0.339743686900224,-0.173730119560809,-0.665596538915356,0.616114289315027,0.534685461490094,0.268513256750605,-0.150265792070776,-0.151199109206424,-0.832038691596177,-0.35983839359327,-0.0971445261090163,-0.138581031119078,0.523945852293627
"				client",-0.125010132272799,-0.0462490841134238,-0.694860236268251,-0.939619466797463,-0.666719950231748,-0.539717461463434,0.569722439946423,0.0588930595319409,-0.18584092488588,0.298989634515119,0.420417969231218,-0.539857379970243,-0.26296093777698,0.018074283176337,0.0650772243179386
"				httpRuntime",0.243994090660644,-0.564844935254218,-0.495008687498566,-0.235571883354354,0.00966534759572802,0.0466399501464534,0.124621163961516,-0.223197569471562,-0.94961820412194,-0.45849978046223,0.258221921882603,-0.0505488764384184,0.468936788983256,-0.371527550979539,-0.246012072925646
"				match",-0.444102848713029,0.373498052514831,-0.00483914694536622,0.2014290584072,-0.74057297198727,-0.819376879371465,0.408319881104121,-0.585480277322662,-0.31205123833957,-0.656388720482278,0.267689337378308,-0.25200121614632,-0.294279726577147,-0.0508386162332398,0.0715186114080905
"				param",0.102579807261168,-0.147616853586175,-0.08283039819934,0.308091372437797,-0.202583827702717,-0.0689455404171828,-0.357143290401711,-0.132904310502034,-0.306688275622701,0.934100419562888,-0.334185047137806,-0.979860790573373,0.0984049979930003,0.733752339049743,-0.298034272508988
"				parameter",0.385705100779632,-0.76617882135128,-0.217142152406366,0.125271717725638,0.325386608125242,0.78586935538867,-0.672607372743242,-0.244401197371783,-0.264451345680988,0.337189587331823,0.871744111110859,-0.087708135361533,0.470259895134967,-0.101709185131623,0.679456038166708
"				requestLimits",-0.441977696098966,0.753140684803636,-0.248945146130093,0.119356857026417,0.718067149712404,-0.4943302272943,0.491382762595858,-0.268938773303747,-0.206156728868316,-0.156560194679566,-0.442096422206227,-0.0308031079685216,0.0428293531317723,-0.370959252092518,-0.0771628734346877
"				specifiedPickupDirectory",-0.46033239473097,-0.209850251173612,-0.289478025282009,-0.124975846625137,0.366017735802458,-0.0598023023458513,0.205409215765319,-0.108219819777084,0.17301389970779,-0.553964177947092,0.588523837806855,-0.524175347964245,0.362060218842085,0.53738535262074,-0.00192605497136178
"				valueData",-0.314137551602904,0.0806668543746214,0.51524190853051,0.048825978476091,-0.209617515721559,0.214528239783823,-0.181804858853695,-0.288531934750503,-0.19554511195377,-0.0121244730354788,-0.696565623992033,0.53199534976569,-0.21030827418461,-0.246622127801578,0.420169519160919
"				valueFalsevalue",0.4747308429653,-0.583679147466488,0.634664815071587,-0.314622554274298,-0.365268485359975,-0.775340561482126,0.582622349731278,-0.315183536883638,-0.603294552109157,-0.0359372058567437,0.457629616472676,-0.711152561233732,0.407737936309882,-0.339563932176861,0.621208256663362
"				valueYOURAPIPASSWORDHEREvalue",0.166543587766501,-0.713645523401946,-0.526657161345964,0.398560108172636,0.31006941261493,0.0675766238741234,-0.0457555837055417,-0.125895923710077,0.258987673039682,0.472680082348452,-0.0456246019122078,0.0496469158012573,0.379426363446533,0.140046470800054,0.419740853489423
"				valueYOURAPIUSERHEREvalue",-0.139455079692221,0.479215584696478,0.111774946948699,0.435925658080096,0.436932887757529,0.178735935374002,0.20506337222864,0.591729128287441,-0.519432249954927,-0.621068811762079,-0.0140332760691443,0.205073011664436,0.444785477576879,-0.141977698750086,0.252057331324874
"				valuenurestadrivalue",0.0596445895061674,0.486792162856365,0.195295218685019,-0.0210260097219667,-0.788516684762325,-0.0541690589099226,-0.85985793110978,0.46601010818932,-0.376860074740603,0.0505461387877962,0.458951187486681,-0.562147988362419,0.136601048733035,0.175145515305152,0.704184946062731
"				valuevalue",0.1001346228312,0.519145664966273,0.830011461536124,-0.552293394481703,-0.252974511439343,0.392307617443611,0.543165160454724,-0.498060490059118,0.143241585939635,-0.235616010499792,-0.183695389402148,0.00130473292544669,-0.873542102898708,-0.00758175053810209,0.23549325311134
"			Current",0.0483959765318233,0.553102772426739,-0.794750833905978,0.324582971664433,-0.344853127641596,-0.182573850240763,0.00404637845501687,0.081246716421303,-0.164054889181778,-0.673053467986235,0.531998949020786,0.337188643478486,-0.219828975819924,-0.279912492210405,-0.216642399881529
"			SystemDataOracleClient",-0.205850958907223,-0.139680890770742,-0.529680515538033,0.559299512783578,-0.285627601302448,0.223038959291666,-0.19594101168948,-0.00333282944445035,-0.118110841319737,-0.316665110983693,0.491299662594422,-0.389471056091917,-0.0365303671163053,0.23929683488992,-0.125408513598144
"			Value",-0.893372834019946,-0.272467096520427,-0.421442419319931,0.48432328220344,-0.443099528585163,0.536976246595879,-0.56031364587056,-0.0511200582337845,0.597975293644277,0.627498952275575,-0.362561053185557,-0.154271657796706,-0.202001326905373,-0.54644048629033,-0.173291378737063
"			bufferSize",0.254738730172118,0.0455165415022032,0.662573042711645,0.085728226013346,0.579893620914689,-0.706681903999263,-0.302933427228541,-0.589844601518694,-0.219907251996713,0.195048928431922,0.310850524726546,0.284487104574729,0.264722421816846,0.0897139639790796,-0.500978913571139
"			commandText",0.05525938206044,0.319845460613896,-0.183973039316037,-0.165737309568175,0.531556040132451,-0.0697132131562591,0.427283269586009,0.85692802980305,0.370259761955789,-0.685454668209691,0.481864916422277,-0.899108525263215,0.11634105478321,-0.0511924967607047,0.0179770915154939
"			compilers",0.548065787924351,0.305016064137207,-0.45235449043369,0.59644748536844,-0.27946938464728,-1.07849410949494,0.0633646377359214,0.193715759974986,0.421352965047025,-0.396215978222097,0.30004026944943,-0.0654828539606095,0.407865494494528,-0.472569743653368,0.611765016971161
"			connectionStringName",-0.0452840181894789,0.000857086215900527,-0.618186367875589,-0.218501700966506,-0.693199563320958,-0.630684918916253,0.251429622089833,-0.408034062953604,0.046266291335937,0.830593330410646,0.1132733168015,-0.653701839131322,0.0532694258288107,0.209309015273824,0.241493568616833
"			connectionType",-0.220502720400577,-0.0986638860927662,-0.46160839410451,0.529023221831161,-0.637251065921521,-0.604111980988814,0.507892649336342,-0.0421286814068768,0.35179226227568,0.346321729156332,0.540577990006711,-0.253152864443814,0.269354213425855,0.0761466079707438,0.373078340166409
"			datePattern",-0.626391608415571,-0.288479209374534,0.541761669290398,0.334118770579329,0.608600910362416,-0.35222774313621,-0.809009183879858,-0.778580368897715,-0.403965916945654,0.656432688832543,-0.587485239383687,0.316648626304196,-0.0803688627864189,-0.00818969592676499,0.123576811285052
"			deny",-0.32780738632768,0.49964827613253,-0.476929167050283,0.0211360860689958,0.792056538834549,0.182960322845231,0.0088961184241675,-0.048114287816493,-0.0719604350939627,0.240595098781351,0.372858897134191,0.291174032936351,0.0631457942589028,-0.235853060178864,-0.152346271660687
"			errors",0.322348380221567,-0.288529879098075,0.591396444778375,0.336182104999282,-0.0839743770747299,-0.217170653771636,0.126239845712806,-0.357488028281246,-0.827795432773617,-0.898535370178427,0.058645039002785,0.344637816762565,-0.318864971737765,-0.186387786509239,0.289449748437046
"			lockingModel",-0.426187195975805,-0.230619835534485,-0.717150775725151,0.242305021469884,0.708307745980489,-0.75257130548403,-0.107556652929068,-0.289565804391976,0.690056798655224,0.0249418950595539,-0.368658760397123,0.424758822251294,0.245850669681988,-0.218668939480373,-0.419406831901532
"			notProcessed",0.314231772376191,0.257675767701755,-0.0692096347571605,-0.715916869846388,0.204211620711825,0.387687879997485,0.559408566436577,-0.205270347934159,-0.0331294431326038,-0.560769518113107,-0.280161219455831,0.216608978872578,0.677477347098105,0.249245376274504,-0.025302908261714
"			priority",-0.536714137956109,0.518879513948234,-0.0758068194989063,-0.0669325733595522,-0.0339562260752136,0.587642769920362,-0.320307220727026,-0.49928759083347,-0.166454170667891,-0.750463045050908,-0.869192248622155,0.503964059882654,-0.563058125083981,-0.598263313163996,-0.150813858867704
"			pstrongIs",0.408088704407174,0.761192927606185,-0.412443012086328,0.461217161250648,0.0550426943211755,0.697888679722968,0.151399787822591,0.547214612589035,0.546225465028434,0.861078837079983,-0.620189421416622,0.283432489083305,-0.337794048747937,-0.0608107000518338,-0.827160984355904
"			rule",0.47463503599524,0.0515436493804366,-0.13498552399468,0.0738717850984414,-0.0624366338770959,0.449340474498267,-0.190963542337284,-0.502952982870129,-0.0924068597148552,-0.467050382873858,-0.315201721408834,0.0058490155051074,0.181453932298288,0.737281600436683,0.190342176578875
"			rulerules",-0.151608227949163,-0.154941473884257,0.0421261035516895,-0.478590196127218,-0.603937894470267,-0.429475626705634,-0.0908801665726491,-0.663153781955724,0.516595848163865,-0.169951557889091,0.208396260814423,-0.0361717436445886,0.341652486933233,0.442972399494739,0.458831037637006
"			scheme",0.387677258663867,-0.110765255311083,0.325594970293221,-0.320085894315034,0.154285211095971,-0.328153378957696,0.393980524635043,-0.0817098682630837,0.351470204821607,-0.236222264239398,0.616430519444532,-0.845903579628883,0.0341241939731949,0.719451936261377,0.124182246659419
"			servicePointManager",0.14481606766246,-0.703695538569747,-0.438674870755609,-0.0519193928926657,0.866825981982079,0.00026701253665512,-0.0349555393820397,0.711301487319966,0.332067853853934,-0.780731808961022,-0.346907486560727,-0.199262469187338,0.00882552613727325,0.345791368736477,0.331770781628253
"			validation",-0.50998274614413,-0.288474607872223,0.738858871300191,0.237045817868007,-0.732695842317949,0.276237693573212,0.279989452100628,0.051612167047038,-0.828759895184719,0.68149935999158,0.0954268233860838,0.287906766157081,0.131884412246286,0.181950232622374,-0.160277575504664
"		For",0.438757550682474,-0.0209101589322127,0.604859738090841,-0.42202609836728,0.669425854600011,-0.23985865672379,-0.196883829271024,-0.140741102762505,-0.122343685452281,-0.960432293785771,0.583608897171822,-0.370716818098233,0.135120929179547,0.0128453805784224,0.250809061887256
"		Information",-0.143051796500482,-0.438995636167755,-0.148158733758078,-0.00806843367838964,-0.049435504988176,-0.181976091017815,0.111068083355599,0.243910792476426,0.127218050018538,-0.163232186476049,0.0166738645941567,-0.525362403239512,0.250748204314752,-0.242128089527496,-0.120575852457785
"		TESTMODE",-0.435819596338881,0.0877963797432174,-0.0411416970420532,-0.184972658133101,0.528031561739929,-0.224511351925506,-0.702260209012236,-0.118879800316119,0.0231117982271116,0.251506027930474,0.00175598835398329,-0.44012984216549,-0.208202589860436,0.0100941523861215,0.572807831989093
